,spectrum_id,center,atom_ref,multiplicity
MT:3441.3,SP:3441,2.6617,18,
MT:3441.4,SP:3441,7.58637,20,
MT:3441.5,SP:3441,6.76548,19,
MT:3441.6,SP:3441,6.85714,25,
MT:3441.7,SP:3441,3.13273,21,
MT:3441.8,SP:3441,3.13216,22,
MT:3441.9,SP:3441,3.81669,23,
MT:3441.10,SP:3441,3.8166,24,
MT:3442.1,SP:3442,6.98604,12,
MT:3442.2,SP:3442,6.84151,13,
MT:3442.3,SP:3442,7.2964,14,
MT:3443.1,SP:3443,3.8285,14,
MT:3443.2,SP:3443,3.66566,15,
MT:3443.3,SP:3443,3.7484,16,
MT:3443.4,SP:3443,3.76606,18,
MT:3443.5,SP:3443,3.88459,19,
MT:3443.6,SP:3443,4.4222,17,
MT:3444.1,SP:3444,8.5392,10,
MT:3444.2,SP:3444,8.85038,11,
MT:3444.3,SP:3444,9.0141,12,
MT:3445.1,SP:3445,2.12568,10,
MT:3445.2,SP:3445,2.53897,11,
MT:3445.3,SP:3445,2.42707,12,
MT:3445.4,SP:3445,2.40739,13,
MT:3445.5,SP:3445,4.30715,14,
MT:3446.1,SP:3446,1.28521,12,
MT:3446.2,SP:3446,1.28521,13,
MT:3446.3,SP:3446,1.2843,14,
MT:3446.4,SP:3446,2.99248,23,
MT:3446.5,SP:3446,1.28521,15,
MT:3446.6,SP:3446,1.28521,16,
MT:3446.7,SP:3446,1.28521,17,
MT:3446.8,SP:3446,7.38909,20,
MT:3446.9,SP:3446,7.81598,21,
MT:3446.10,SP:3446,7.81598,18,
MT:3446.11,SP:3446,7.38909,19,
MT:3446.12,SP:3446,9.97484,22,
MT:3447.1,SP:3447,6.96612,11,
MT:3447.2,SP:3447,7.45048,12,
MT:3447.3,SP:3447,6.94093,14,
MT:3447.4,SP:3447,7.8164,13,
MT:3448.1,SP:3448,2.3461,10,
MT:3448.2,SP:3448,2.3461,11,
MT:3448.3,SP:3448,2.3461,12,
MT:3448.4,SP:3448,7.24543,13,
MT:3448.5,SP:3448,7.16476,15,
MT:3448.6,SP:3448,7.16476,16,
MT:3448.7,SP:3448,7.24543,14,
MT:3448.8,SP:3448,4.6317,17,
MT:3448.9,SP:3448,4.6317,18,
MT:3449.1,SP:3449,1.22782,11,
MT:3449.2,SP:3449,1.22782,12,
MT:3449.3,SP:3449,1.22782,13,
MT:3449.4,SP:3449,2.59994,14,
MT:3449.5,SP:3449,2.59994,15,
MT:3449.6,SP:3449,2.1068,16,
MT:3449.7,SP:3449,2.16705,17,
MT:3449.8,SP:3449,2.66294,18,
MT:3449.9,SP:3449,2.66483,19,
MT:3449.10,SP:3449,3.84115,20,
MT:3450.1,SP:3450,7.0523,23,
MT:3450.2,SP:3450,8.0156,24,
MT:3450.3,SP:3450,3.0154,21,
MT:3450.4,SP:3450,3.1654,22,
MT:3450.5,SP:3450,4.46473,25,
MT:3450.6,SP:3450,2.69065,17,
MT:3450.7,SP:3450,2.65426,18,
MT:3450.8,SP:3450,3.226,19,
MT:3450.9,SP:3450,3.18847,20,
MT:3451.1,SP:3451,1.9139,10,
MT:3451.2,SP:3451,1.9139,11,
MT:3451.3,SP:3451,1.9139,12,
MT:3451.4,SP:3451,2.51858,15,
MT:3451.5,SP:3451,2.50819,16,
MT:3451.6,SP:3451,2.13638,13,
MT:3451.7,SP:3451,2.07584,14,
MT:3451.8,SP:3451,3.7253,17,
MT:3452.1,SP:3452,3.195,8,
MT:3452.2,SP:3452,3.195,9,
MT:3452.3,SP:3452,3.195,10,
MT:3452.4,SP:3452,3.195,11,
MT:3452.5,SP:3452,3.195,12,
MT:3452.6,SP:3452,3.195,13,
MT:3452.7,SP:3452,3.195,14,
MT:3452.8,SP:3452,3.195,15,
MT:3452.9,SP:3452,3.195,16,
MT:3452.10,SP:3452,3.51372,17,
MT:3452.11,SP:3452,3.51372,18,
MT:3452.12,SP:3452,4.04263,19,
MT:3452.13,SP:3452,4.06189,20,
MT:3453.1,SP:3453,3.024,10,
MT:3453.2,SP:3453,3.024,11,
MT:3453.3,SP:3453,3.024,12,
MT:3453.4,SP:3453,3.91678,13,
MT:3453.5,SP:3453,3.92354,14,
MT:3454.1,SP:3454,2.32395,12,
MT:3454.2,SP:3454,2.32395,13,
MT:3454.3,SP:3454,2.32395,14,
MT:3454.4,SP:3454,2.3468,15,
MT:3454.5,SP:3454,2.3468,16,
MT:3454.6,SP:3454,2.3468,17,
MT:3454.7,SP:3454,7.34891,18,
MT:3454.8,SP:3454,7.17905,19,
MT:3454.9,SP:3454,6.94188,20,
MT:3454.10,SP:3454,6.9893,21,
MT:3455.1,SP:3455,7.27252,17,
MT:3455.2,SP:3455,7.19003,16,
MT:3455.3,SP:3455,7.52821,19,
MT:3455.4,SP:3455,7.72062,18,
MT:3455.5,SP:3455,7.30355,22,
MT:3455.6,SP:3455,3.29379,20,
MT:3455.7,SP:3455,3.46987,21,
MT:3455.8,SP:3455,4.0355,23,
MT:3456.1,SP:3456,2.1212,10,
MT:3456.2,SP:3456,2.1212,11,
MT:3456.3,SP:3456,2.1212,12,
MT:3456.4,SP:3456,2.11497,13,
MT:3456.5,SP:3456,2.18772,14,
MT:3456.6,SP:3456,2.62901,15,
MT:3456.7,SP:3456,2.62901,16,
MT:3456.8,SP:3456,3.84954,17,
MT:3457.1,SP:3457,2.84391,6,
MT:3457.2,SP:3457,2.85394,7,
MT:3457.3,SP:3457,2.588,10,
MT:3457.4,SP:3457,2.11128,8,
MT:3457.5,SP:3457,1.89401,9,
MT:3458.1,SP:3458,1.18676,8,
MT:3458.2,SP:3458,1.18676,9,
MT:3458.3,SP:3458,1.18676,10,
MT:3458.4,SP:3458,2.28997,11,
MT:3458.5,SP:3458,2.39885,12,
MT:3458.6,SP:3458,4.13869,13,
MT:3459.1,SP:3459,7.3049,13,
MT:3459.2,SP:3459,7.14332,14,
MT:3459.3,SP:3459,7.05824,15,
MT:3459.4,SP:3459,6.89876,18,
MT:3459.5,SP:3459,7.30367,16,
MT:3459.6,SP:3459,6.46782,17,
MT:3460.1,SP:3460,7.80456,11,
MT:3460.2,SP:3460,7.80456,12,
MT:3460.3,SP:3460,6.91137,13,
MT:3460.4,SP:3460,6.91137,14,
MT:3461.1,SP:3461,2.35399,10,
MT:3461.2,SP:3461,2.65738,11,
MT:3461.3,SP:3461,4.28851,12,
MT:3462.1,SP:3462,7.4121,14,
MT:3462.2,SP:3462,7.41246,15,
MT:3462.3,SP:3462,7.36283,13,
MT:3462.4,SP:3462,7.313,16,
MT:3462.5,SP:3462,7.313,17,
MT:3462.6,SP:3462,3.113,18,
MT:3462.7,SP:3462,3.27,19,
MT:3462.8,SP:3462,3.975,20,
MT:3463.1,SP:3463,3.7796,14,
MT:3463.2,SP:3463,3.7796,15,
MT:3463.3,SP:3463,3.7796,16,
MT:3463.4,SP:3463,4.1772,20,
MT:3463.5,SP:3463,4.1772,21,
MT:3463.6,SP:3463,7.20255,18,
MT:3463.7,SP:3463,6.63601,17,
MT:3463.8,SP:3463,7.6914,19,
MT:3464.1,SP:3464,6.99574,14,
MT:3464.2,SP:3464,6.59396,16,
MT:3464.3,SP:3464,6.59326,17,
MT:3464.4,SP:3464,6.99296,15,
MT:3464.5,SP:3464,2.6903,18,
MT:3464.6,SP:3464,2.85406,19,
MT:3464.7,SP:3464,3.41919,20,
MT:3465.1,SP:3465,3.029,14,
MT:3465.2,SP:3465,3.029,15,
MT:3465.3,SP:3465,3.029,16,
MT:3465.4,SP:3465,3.93629,17,
MT:3465.5,SP:3465,3.93629,18,
MT:3466.1,SP:3466,7.7145,9,
MT:3466.2,SP:3466,7.55952,10,
MT:3466.3,SP:3466,7.77668,11,
MT:3466.4,SP:3466,7.77668,12,
MT:3466.5,SP:3466,7.55952,13,
MT:3467.1,SP:3467,6.9854,8,
MT:3467.2,SP:3467,7.3185,9,
MT:3467.3,SP:3467,6.918,11,
MT:3467.4,SP:3467,6.92106,12,
MT:3467.5,SP:3467,7.3185,10,
MT:3468.1,SP:3468,7.48371,15,
MT:3468.2,SP:3468,7.28183,17,
MT:3468.3,SP:3468,7.5048,19,
MT:3468.4,SP:3468,7.64777,21,
MT:3468.5,SP:3468,7.48371,16,
MT:3468.6,SP:3468,7.28183,18,
MT:3468.7,SP:3468,7.5048,20,
MT:3468.8,SP:3468,7.64777,22,
MT:3469.1,SP:3469,7.58202,19,
MT:3469.2,SP:3469,7.56033,20,
MT:3469.3,SP:3469,7.56033,21,
MT:3469.4,SP:3469,8.05658,22,
MT:3469.5,SP:3469,8.05658,23,
MT:3469.6,SP:3469,6.9316,24,
MT:3469.7,SP:3469,7.88948,25,
MT:3469.8,SP:3469,7.00617,26,
MT:3469.9,SP:3469,6.90468,27,
MT:3470.1,SP:3470,3.14395,17,
MT:3470.2,SP:3470,3.15865,18,
MT:3470.3,SP:3470,2.69658,15,
MT:3470.4,SP:3470,2.69628,16,
MT:3470.5,SP:3470,7.76436,13,
MT:3470.6,SP:3470,7.37262,11,
MT:3470.7,SP:3470,7.58773,12,
MT:3470.8,SP:3470,7.48418,14,
MT:3471.1,SP:3471,7.15282,14,
MT:3471.2,SP:3471,6.85086,12,
MT:3471.3,SP:3471,6.84839,13,
MT:3471.4,SP:3471,7.15528,15,
MT:3471.5,SP:3471,3.437,16,
MT:3471.6,SP:3471,3.437,17,
MT:3472.1,SP:3472,2.36037,10,
MT:3472.2,SP:3472,2.36037,11,
MT:3472.3,SP:3472,3.29078,12,
MT:3472.4,SP:3472,3.29078,13,
MT:3473.1,SP:3473,7.6243,16,
MT:3473.2,SP:3473,7.6243,17,
MT:3473.3,SP:3473,2.84672,18,
MT:3473.4,SP:3473,3.078,19,
MT:3473.5,SP:3473,3.8428,20,
MT:3474.1,SP:3474,7.2642,13,
MT:3474.2,SP:3474,6.906,11,
MT:3474.3,SP:3474,6.906,12,
MT:3474.4,SP:3474,7.2642,14,
MT:3474.5,SP:3474,3.81763,15,
MT:3474.6,SP:3474,3.81763,16,
MT:3475.1,SP:3475,3.8191,16,
MT:3475.2,SP:3475,3.8191,17,
MT:3475.3,SP:3475,3.8191,18,
MT:3475.4,SP:3475,7.0535,23,
MT:3475.5,SP:3475,7.2439,20,
MT:3475.6,SP:3475,6.76,19,
MT:3475.7,SP:3475,7.1362,24,
MT:3475.8,SP:3475,3.6886,21,
MT:3475.9,SP:3475,3.6886,22,
MT:3476.1,SP:3476,6.67416,17,
MT:3476.2,SP:3476,6.47806,14,
MT:3476.3,SP:3476,6.65961,20,
MT:3476.4,SP:3476,2.73865,15,
MT:3476.5,SP:3476,2.73865,16,
MT:3476.6,SP:3476,2.48442,18,
MT:3476.7,SP:3476,2.48442,19,
MT:3477.1,SP:3477,1.59569,13,
MT:3477.2,SP:3477,1.52791,14,
MT:3477.3,SP:3477,1.87935,15,
MT:3477.4,SP:3477,1.86082,16,
MT:3477.5,SP:3477,3.14236,17,
MT:3477.6,SP:3477,3.12944,18,
MT:3477.7,SP:3477,3.74545,19,
MT:3478.1,SP:3478,7.21567,11,
MT:3478.2,SP:3478,7.21567,12,
MT:3478.3,SP:3478,6.90249,13,
MT:3478.4,SP:3478,6.90249,14,
MT:3478.5,SP:3478,3.23153,15,
MT:3478.6,SP:3478,3.23153,16,
MT:3478.7,SP:3478,2.92577,17,
MT:3478.8,SP:3478,2.92577,18,
MT:3479.1,SP:3479,5.88679,18,
MT:3479.2,SP:3479,7.87918,19,
MT:3479.3,SP:3479,3.90532,20,
MT:3479.4,SP:3479,3.80214,21,
MT:3479.5,SP:3479,4.1248,22,
MT:3479.6,SP:3479,4.22199,23,
MT:3479.7,SP:3479,4.34369,24,
MT:3479.8,SP:3479,5.90777,25,
MT:3480.1,SP:3480,2.4612,17,
MT:3480.2,SP:3480,2.4612,18,
MT:3480.3,SP:3480,2.4612,19,
MT:3480.4,SP:3480,7.6453,22,
MT:3480.5,SP:3480,4.3147,20,
MT:3480.6,SP:3480,4.3147,21,
MT:3480.7,SP:3480,4.84,23,
MT:3480.8,SP:3480,4.84,24,
MT:3480.9,SP:3480,100.0,,
MT:3480.10,SP:3480,100.0,,
MT:3481.1,SP:3481,3.80793,24,
MT:3481.2,SP:3481,3.8075,25,
MT:3481.3,SP:3481,3.8352,30,
MT:3481.4,SP:3481,3.4631,32,
MT:3481.5,SP:3481,3.7542,34,
MT:3481.6,SP:3481,3.54943,35,
MT:3481.7,SP:3481,5.403,37,
MT:3481.8,SP:3481,4.20743,36,
MT:3481.9,SP:3481,4.04302,33,
MT:3481.10,SP:3481,3.88287,31,
MT:3481.11,SP:3481,3.81732,26,
MT:3481.12,SP:3481,3.80433,27,
MT:3481.13,SP:3481,3.6666,28,
MT:3481.14,SP:3481,3.66991,29,
MT:3482.1,SP:3482,3.6077,9,
MT:3482.2,SP:3482,3.67963,10,
MT:3482.3,SP:3482,3.70131,13,
MT:3482.4,SP:3482,3.70131,14,
MT:3482.5,SP:3482,3.67963,12,
MT:3482.6,SP:3482,3.6077,11,
MT:3483.1,SP:3483,1.3943,4,
MT:3483.2,SP:3483,1.39428,5,
MT:3483.3,SP:3483,1.39431,6,
MT:3483.4,SP:3483,5.04891,7,
MT:3484.1,SP:3484,1.2615,11,
MT:3484.2,SP:3484,1.2615,12,
MT:3484.3,SP:3484,1.2615,13,
MT:3484.4,SP:3484,3.9717,17,
MT:3484.5,SP:3484,3.9717,18,
MT:3484.6,SP:3484,3.9717,19,
MT:3484.7,SP:3484,3.9717,20,
MT:3484.8,SP:3484,1.2615,14,
MT:3484.9,SP:3484,1.2615,15,
MT:3484.10,SP:3484,1.2615,16,
MT:3484.11,SP:3484,100.0,,
MT:3485.1,SP:3485,1.4498,10,
MT:3485.2,SP:3485,1.4498,11,
MT:3485.3,SP:3485,1.4498,12,
MT:3485.4,SP:3485,2.2604,13,
MT:3485.5,SP:3485,2.2604,14,
MT:3485.6,SP:3485,2.2604,15,
MT:3485.7,SP:3485,4.48759,16,
MT:3486.1,SP:3486,1.76133,7,
MT:3486.2,SP:3486,1.76133,8,
MT:3486.3,SP:3486,1.76133,9,
MT:3486.4,SP:3486,1.76133,10,
MT:3486.5,SP:3486,3.04472,11,
MT:3486.6,SP:3486,3.04442,12,
MT:3486.7,SP:3486,3.04581,13,
MT:3486.8,SP:3486,3.04363,14,
MT:3487.1,SP:3487,6.75164,14,
MT:3487.2,SP:3487,6.73384,15,
MT:3487.3,SP:3487,6.92255,16,
MT:3487.4,SP:3487,4.94115,17,
MT:3488.1,SP:3488,7.15215,9,
MT:3488.2,SP:3488,7.66055,10,
MT:3488.3,SP:3488,7.90883,11,
MT:3489.1,SP:3489,7.48333,13,
MT:3489.2,SP:3489,7.45076,14,
MT:3489.3,SP:3489,7.83738,19,
MT:3489.4,SP:3489,8.08334,16,
MT:3489.5,SP:3489,7.53998,18,
MT:3489.6,SP:3489,7.40808,15,
MT:3489.7,SP:3489,7.75511,17,
MT:3489.8,SP:3489,5.07136,20,
MT:3489.9,SP:3489,5.07136,21,
MT:3490.1,SP:3490,1.03301,9,
MT:3490.2,SP:3490,1.03301,10,
MT:3490.3,SP:3490,1.03301,11,
MT:3490.4,SP:3490,0.97984,12,
MT:3490.5,SP:3490,0.97984,13,
MT:3490.6,SP:3490,0.97984,14,
MT:3490.7,SP:3490,2.26632,15,
MT:3490.8,SP:3490,3.59926,16,
MT:3491.1,SP:3491,0.8948,15,
MT:3491.2,SP:3491,0.8948,16,
MT:3491.3,SP:3491,0.8948,17,
MT:3491.4,SP:3491,0.9302,18,
MT:3491.5,SP:3491,0.9302,19,
MT:3491.6,SP:3491,0.9302,20,
MT:3491.7,SP:3491,3.39331,27,
MT:3491.8,SP:3491,3.51063,28,
MT:3491.9,SP:3491,3.9816,29,
MT:3491.10,SP:3491,3.2947,23,
MT:3491.11,SP:3491,3.31563,24,
MT:3491.12,SP:3491,1.7641,21,
MT:3491.13,SP:3491,1.7641,22,
MT:3491.14,SP:3491,3.6324,25,
MT:3491.15,SP:3491,3.63267,26,
MT:3492.1,SP:3492,2.28715,19,
MT:3492.2,SP:3492,2.42246,20,
MT:3492.3,SP:3492,4.4311,23,
MT:3492.4,SP:3492,4.05112,24,
MT:3492.5,SP:3492,6.26,25,
MT:3492.6,SP:3492,7.81888,17,
MT:3492.7,SP:3492,6.03806,18,
MT:3492.8,SP:3492,3.83323,21,
MT:3492.9,SP:3492,3.75386,22,
MT:3493.1,SP:3493,7.1544,15,
MT:3493.2,SP:3493,6.90539,16,
MT:3493.3,SP:3493,7.6829,17,
MT:3493.4,SP:3493,2.99503,18,
MT:3493.5,SP:3493,3.14622,19,
MT:3493.6,SP:3493,3.9028,20,
MT:3494.1,SP:3494,7.1627,12,
MT:3494.2,SP:3494,6.90008,10,
MT:3494.3,SP:3494,6.90008,11,
MT:3494.4,SP:3494,7.1627,13,
MT:3494.5,SP:3494,9.4222,14,
MT:3495.1,SP:3495,1.90149,16,
MT:3495.2,SP:3495,1.90149,17,
MT:3495.3,SP:3495,1.90149,18,
MT:3495.4,SP:3495,4.43107,26,
MT:3495.5,SP:3495,2.90542,24,
MT:3495.6,SP:3495,3.17892,25,
MT:3495.7,SP:3495,7.27113,22,
MT:3495.8,SP:3495,7.35429,20,
MT:3495.9,SP:3495,7.28897,19,
MT:3495.10,SP:3495,7.35429,21,
MT:3495.11,SP:3495,7.27113,23,
MT:3496.1,SP:3496,3.89981,13,
MT:3496.2,SP:3496,3.89981,14,
MT:3496.3,SP:3496,3.89981,15,
MT:3496.4,SP:3496,7.4481,16,
MT:3496.5,SP:3496,6.92768,17,
MT:3496.6,SP:3496,7.51668,18,
MT:3497.1,SP:3497,2.692,12,
MT:3497.2,SP:3497,2.692,13,
MT:3497.3,SP:3497,2.692,14,
MT:3497.4,SP:3497,7.31168,18,
MT:3497.5,SP:3497,7.36507,17,
MT:3497.6,SP:3497,7.69976,20,
MT:3497.7,SP:3497,7.99196,19,
MT:3497.8,SP:3497,7.51198,15,
MT:3497.9,SP:3497,7.47685,16,
MT:3497.10,SP:3497,7.83886,21,
MT:3498.1,SP:3498,7.21631,11,
MT:3498.2,SP:3498,7.21631,12,
MT:3498.3,SP:3498,6.90365,13,
MT:3498.4,SP:3498,6.90365,14,
MT:3498.5,SP:3498,3.23287,15,
MT:3498.6,SP:3498,3.23287,16,
MT:3498.7,SP:3498,2.92634,17,
MT:3498.8,SP:3498,2.92634,18,
MT:3499.1,SP:3499,3.3415,3,
MT:3499.2,SP:3499,3.3415,4,
MT:3499.3,SP:3499,3.3415,5,
MT:3500.1,SP:3500,5.97621,23,
MT:3500.2,SP:3500,8.10924,22,
MT:3500.3,SP:3500,5.98932,29,
MT:3500.4,SP:3500,4.34748,28,
MT:3500.5,SP:3500,4.41209,27,
MT:3500.6,SP:3500,4.25268,26,
MT:3500.7,SP:3500,3.9655,24,
MT:3500.8,SP:3500,4.02341,25,
MT:3500.9,SP:3500,100.0,,
MT:3500.10,SP:3500,100.0,,
MT:3501.1,SP:3501,1.7097,8,
MT:3501.2,SP:3501,1.7097,9,
MT:3501.3,SP:3501,1.7097,10,
MT:3501.4,SP:3501,6.44313,14,
MT:3501.5,SP:3501,1.7498,11,
MT:3501.6,SP:3501,1.7498,12,
MT:3501.7,SP:3501,1.7498,13,
MT:3502.1,SP:3502,0.92729,10,
MT:3502.2,SP:3502,0.92729,11,
MT:3502.3,SP:3502,0.92729,12,
MT:3502.4,SP:3502,1.45762,16,
MT:3502.5,SP:3502,1.2499,17,
MT:3502.6,SP:3502,1.9705,18,
MT:3502.7,SP:3502,0.9985,13,
MT:3502.8,SP:3502,0.9985,14,
MT:3502.9,SP:3502,0.9985,15,
MT:3502.10,SP:3502,3.65753,19,
MT:3503.1,SP:3503,3.2554,9,
MT:3503.2,SP:3503,3.2554,10,
MT:3503.3,SP:3503,3.2554,11,
MT:3503.4,SP:3503,3.2554,12,
MT:3503.5,SP:3503,3.2554,13,
MT:3503.6,SP:3503,3.2554,14,
MT:3503.7,SP:3503,3.2554,15,
MT:3503.8,SP:3503,3.2554,16,
MT:3503.9,SP:3503,3.2554,17,
MT:3503.10,SP:3503,3.8955,18,
MT:3503.11,SP:3503,3.8955,19,
MT:3504.1,SP:3504,7.25521,6,
MT:3504.2,SP:3504,7.25529,7,
MT:3504.3,SP:3504,8.10947,8,
MT:3505.1,SP:3505,3.64439,13,
MT:3505.2,SP:3505,3.64439,14,
MT:3505.3,SP:3505,3.64439,15,
MT:3505.4,SP:3505,3.60862,16,
MT:3505.5,SP:3505,3.60862,17,
MT:3505.6,SP:3505,3.60862,18,
MT:3505.7,SP:3505,3.64439,22,
MT:3505.8,SP:3505,3.64439,23,
MT:3505.9,SP:3505,3.64439,24,
MT:3505.10,SP:3505,3.60862,19,
MT:3505.11,SP:3505,3.60862,20,
MT:3505.12,SP:3505,3.60862,21,
MT:3506.1,SP:3506,3.7477,19,
MT:3506.2,SP:3506,1.88287,15,
MT:3506.3,SP:3506,1.91198,16,
MT:3506.4,SP:3506,1.50073,11,
MT:3506.5,SP:3506,1.43385,12,
MT:3506.6,SP:3506,1.71251,13,
MT:3506.7,SP:3506,1.72263,14,
MT:3506.8,SP:3506,3.01193,17,
MT:3506.9,SP:3506,3.01193,18,
MT:3507.1,SP:3507,7.36331,13,
MT:3507.2,SP:3507,7.41307,14,
MT:3507.3,SP:3507,7.41307,15,
MT:3507.4,SP:3507,7.31495,16,
MT:3507.5,SP:3507,7.31495,17,
MT:3507.6,SP:3507,3.11747,18,
MT:3507.7,SP:3507,3.26952,19,
MT:3507.8,SP:3507,3.97801,20,
MT:3508.1,SP:3508,3.26569,13,
MT:3508.2,SP:3508,3.60856,17,
MT:3508.3,SP:3508,3.60856,15,
MT:3508.4,SP:3508,3.52271,14,
MT:3508.5,SP:3508,3.52271,18,
MT:3508.6,SP:3508,4.0489,16,
MT:3509.1,SP:3509,2.1218,10,
MT:3509.2,SP:3509,2.1218,11,
MT:3509.3,SP:3509,2.1218,12,
MT:3509.4,SP:3509,2.19264,13,
MT:3509.5,SP:3509,2.12419,14,
MT:3509.6,SP:3509,3.84484,15,
MT:3509.7,SP:3509,3.85473,16,
MT:3509.8,SP:3509,2.62943,17,
MT:3510.1,SP:3510,6.508,9,
MT:3510.2,SP:3510,6.508,10,
MT:3511.1,SP:3511,7.19273,10,
MT:3511.2,SP:3511,7.11967,11,
MT:3511.3,SP:3511,7.64907,13,
MT:3511.4,SP:3511,7.36516,12,
MT:3511.5,SP:3511,7.16642,15,
MT:3511.6,SP:3511,6.54987,14,
MT:3512.1,SP:3512,3.8697,13,
MT:3512.2,SP:3512,3.8697,14,
MT:3512.3,SP:3512,3.8697,15,
MT:3512.4,SP:3512,6.90669,17,
MT:3512.5,SP:3512,6.81789,16,
MT:3512.6,SP:3512,6.97102,22,
MT:3512.7,SP:3512,2.93071,18,
MT:3512.8,SP:3512,2.93071,19,
MT:3512.9,SP:3512,3.24875,20,
MT:3512.10,SP:3512,3.24875,21,
MT:3513.1,SP:3513,6.85302,14,
MT:3513.2,SP:3513,7.58368,12,
MT:3513.3,SP:3513,7.58368,13,
MT:3513.4,SP:3513,6.85302,15,
MT:3514.1,SP:3514,2.14566,9,
MT:3514.2,SP:3514,2.01534,10,
MT:3514.3,SP:3514,3.76697,11,
MT:3514.4,SP:3514,3.77039,12,
MT:3514.5,SP:3514,3.84284,13,
MT:3515.1,SP:3515,1.4398,13,
MT:3515.2,SP:3515,1.4398,14,
MT:3515.3,SP:3515,1.4398,15,
MT:3515.4,SP:3515,3.39711,16,
MT:3515.5,SP:3515,3.39711,17,
MT:3515.6,SP:3515,8.6705,18,
MT:3515.7,SP:3515,8.3418,19,
MT:3516.1,SP:3516,7.56725,10,
MT:3516.2,SP:3516,8.68586,12,
MT:3516.3,SP:3516,8.89392,13,
MT:3516.4,SP:3516,8.21055,11,
MT:3517.1,SP:3517,2.58856,11,
MT:3517.2,SP:3517,2.58856,12,
MT:3517.3,SP:3517,2.58856,13,
MT:3517.4,SP:3517,7.89388,16,
MT:3517.5,SP:3517,7.43763,14,
MT:3517.6,SP:3517,7.43763,15,
MT:3517.7,SP:3517,7.89388,17,
MT:3518.1,SP:3518,7.37748,21,
MT:3518.2,SP:3518,7.37748,22,
MT:3518.3,SP:3518,6.8253,23,
MT:3518.4,SP:3518,6.8253,24,
MT:3518.5,SP:3518,6.22798,25,
MT:3518.6,SP:3518,6.38888,26,
MT:3518.7,SP:3518,8.3274,27,
MT:3519.1,SP:3519,3.937,8,
MT:3519.2,SP:3519,3.937,9,
MT:3519.3,SP:3519,3.1427,10,
MT:3519.4,SP:3519,3.1427,11,
MT:3520.1,SP:3520,3.8957,22,
MT:3520.2,SP:3520,3.8957,23,
MT:3520.3,SP:3520,7.5409,20,
MT:3520.4,SP:3520,7.2967,15,
MT:3520.5,SP:3520,7.3696,17,
MT:3520.6,SP:3520,7.7857,18,
MT:3520.7,SP:3520,7.7857,19,
MT:3520.8,SP:3520,7.3696,16,
MT:3520.9,SP:3520,7.2967,14,
MT:3520.10,SP:3520,7.5409,21,
MT:3521.1,SP:3521,1.61726,10,
MT:3521.2,SP:3521,1.61726,11,
MT:3521.3,SP:3521,1.61726,12,
MT:3521.4,SP:3521,1.67725,13,
MT:3521.5,SP:3521,1.67725,14,
MT:3521.6,SP:3521,1.67725,15,
MT:3521.7,SP:3521,2.13901,16,
MT:3521.8,SP:3521,2.13901,17,
MT:3521.9,SP:3521,2.13901,18,
MT:3521.10,SP:3521,2.25291,19,
MT:3521.11,SP:3521,2.25291,20,
MT:3521.12,SP:3521,5.0629,21,
MT:3521.13,SP:3521,2.45552,22,
MT:3521.14,SP:3521,2.45552,23,
MT:3522.1,SP:3522,6.90787,11,
MT:3522.2,SP:3522,6.80458,12,
MT:3523.1,SP:3523,2.122,10,
MT:3523.2,SP:3523,2.122,11,
MT:3523.3,SP:3523,2.122,12,
MT:3523.4,SP:3523,2.11212,13,
MT:3523.5,SP:3523,2.18772,14,
MT:3523.6,SP:3523,2.629,15,
MT:3523.7,SP:3523,2.629,16,
MT:3523.8,SP:3523,3.84558,17,
MT:3524.1,SP:3524,3.8701,12,
MT:3524.2,SP:3524,3.8701,13,
MT:3524.3,SP:3524,3.8701,14,
MT:3524.4,SP:3524,6.91101,16,
MT:3524.5,SP:3524,6.89215,15,
MT:3524.6,SP:3524,7.0402,17,
MT:3524.7,SP:3524,4.542,18,
MT:3524.8,SP:3524,4.542,19,
MT:3525.1,SP:3525,6.7214,15,
MT:3525.2,SP:3525,6.88666,16,
MT:3525.3,SP:3525,6.81895,19,
MT:3525.4,SP:3525,2.9866,17,
MT:3525.5,SP:3525,3.14361,18,
MT:3525.6,SP:3525,3.9132,20,
MT:3526.1,SP:3526,2.80139,10,
MT:3526.2,SP:3526,2.67266,11,
MT:3526.3,SP:3526,3.88603,12,
MT:3527.1,SP:3527,8.1337,11,
MT:3527.2,SP:3527,8.0017,12,
MT:3528.1,SP:3528,6.6554,10,
MT:3528.2,SP:3528,6.4168,11,
MT:3528.3,SP:3528,6.9284,12,
MT:3529.1,SP:3529,5.92673,17,
MT:3529.2,SP:3529,6.02535,19,
MT:3529.3,SP:3529,6.02365,20,
MT:3529.4,SP:3529,5.92599,18,
MT:3529.5,SP:3529,4.51311,23,
MT:3529.6,SP:3529,3.13115,21,
MT:3529.7,SP:3529,3.13115,22,
MT:3530.1,SP:3530,1.064,20,
MT:3530.2,SP:3530,1.064,21,
MT:3530.3,SP:3530,1.064,22,
MT:3530.4,SP:3530,2.3652,25,
MT:3530.5,SP:3530,2.3652,26,
MT:3530.6,SP:3530,5.696,23,
MT:3530.7,SP:3530,6.0786,24,
MT:3530.8,SP:3530,6.90923,27,
MT:3530.9,SP:3530,7.2616,28,
MT:3530.10,SP:3530,4.62123,29,
