,spectrum_id,center,atom_ref,multiplicity
MT:3623.3,SP:3623,2.96124,14,
MT:3623.4,SP:3623,2.96124,15,
MT:3623.5,SP:3623,2.96124,16,
MT:3623.6,SP:3623,2.96124,17,
MT:3623.7,SP:3623,3.43663,20,
MT:3623.8,SP:3623,3.51934,21,
MT:3623.9,SP:3623,2.3505,18,
MT:3623.10,SP:3623,2.36406,19,
MT:3623.11,SP:3623,3.8403,22,
MT:3624.1,SP:3624,3.6387,7,
MT:3624.2,SP:3624,3.5481,8,
MT:3624.3,SP:3624,3.77118,11,
MT:3624.4,SP:3624,3.63872,9,
MT:3624.5,SP:3624,3.54807,10,
MT:3625.1,SP:3625,7.83537,18,
MT:3625.2,SP:3625,6.03401,19,
MT:3625.3,SP:3625,5.89366,25,
MT:3625.4,SP:3625,4.29888,24,
MT:3625.5,SP:3625,4.20032,23,
MT:3625.6,SP:3625,4.12298,22,
MT:3625.7,SP:3625,3.92347,20,
MT:3625.8,SP:3625,3.81003,21,
MT:3626.1,SP:3626,3.3969,11,
MT:3626.2,SP:3626,3.3969,12,
MT:3626.3,SP:3626,3.92274,17,
MT:3626.4,SP:3626,3.92274,18,
MT:3626.5,SP:3626,3.3969,13,
MT:3626.6,SP:3626,3.3969,14,
MT:3626.7,SP:3626,3.92274,19,
MT:3626.8,SP:3626,3.92274,20,
MT:3626.9,SP:3626,3.3969,15,
MT:3626.10,SP:3626,3.3969,16,
MT:3626.11,SP:3626,3.92274,21,
MT:3626.12,SP:3626,3.92274,22,
MT:3627.1,SP:3627,2.00569,13,
MT:3627.2,SP:3627,2.00569,14,
MT:3627.3,SP:3627,2.00569,15,
MT:3627.4,SP:3627,4.37921,18,
MT:3627.5,SP:3627,2.68107,16,
MT:3627.6,SP:3627,2.48139,17,
MT:3628.1,SP:3628,0.87625,8,
MT:3628.2,SP:3628,0.87625,9,
MT:3628.3,SP:3628,0.87625,10,
MT:3628.4,SP:3628,1.28843,11,
MT:3628.5,SP:3628,1.28843,12,
MT:3628.6,SP:3628,1.51312,13,
MT:3628.7,SP:3628,1.51312,14,
MT:3628.8,SP:3628,2.16675,15,
MT:3628.9,SP:3628,2.16675,16,
MT:3629.1,SP:3629,0.86151,9,
MT:3629.2,SP:3629,0.86151,10,
MT:3629.3,SP:3629,0.86151,11,
MT:3629.4,SP:3629,1.29735,12,
MT:3629.5,SP:3629,1.29735,13,
MT:3629.6,SP:3629,1.25683,14,
MT:3629.7,SP:3629,1.25683,15,
MT:3629.8,SP:3629,1.5368,16,
MT:3629.9,SP:3629,1.5368,17,
MT:3629.10,SP:3629,2.1582,18,
MT:3629.11,SP:3629,2.1582,19,
MT:3630.1,SP:3630,5.375,12,
MT:3631.1,SP:3631,3.0911,8,
MT:3631.2,SP:3631,3.0911,9,
MT:3632.1,SP:3632,5.81444,8,
MT:3632.2,SP:3632,6.21932,6,
MT:3632.3,SP:3632,6.28366,7,
MT:3633.1,SP:3633,2.6696,11,
MT:3633.2,SP:3633,2.6696,12,
MT:3633.3,SP:3633,2.6696,13,
MT:3633.4,SP:3633,7.27983,16,
MT:3633.5,SP:3633,7.4564,14,
MT:3633.6,SP:3633,7.28743,15,
MT:3633.7,SP:3633,8.079,17,
MT:3634.1,SP:3634,3.61033,8,
MT:3634.2,SP:3634,3.74344,9,
MT:3634.3,SP:3634,3.57383,10,
MT:3634.4,SP:3634,4.93843,7,
MT:3635.1,SP:3635,3.80246,17,
MT:3635.2,SP:3635,3.80246,18,
MT:3635.3,SP:3635,3.80246,19,
MT:3635.4,SP:3635,6.99166,25,
MT:3635.5,SP:3635,6.99166,26,
MT:3635.6,SP:3635,3.80246,20,
MT:3635.7,SP:3635,3.80246,21,
MT:3635.8,SP:3635,3.80246,22,
MT:3635.9,SP:3635,7.49868,23,
MT:3635.10,SP:3635,6.42267,24,
MT:3636.1,SP:3636,2.18757,15,
MT:3636.2,SP:3636,2.13603,16,
MT:3636.3,SP:3636,2.70189,17,
MT:3636.4,SP:3636,2.72485,18,
MT:3636.5,SP:3636,3.07101,19,
MT:3636.6,SP:3636,3.12939,20,
MT:3636.7,SP:3636,3.92446,22,
MT:3636.8,SP:3636,3.83997,21,
MT:3637.1,SP:3637,2.74129,11,
MT:3637.2,SP:3637,2.74129,12,
MT:3637.3,SP:3637,2.74129,13,
MT:3637.4,SP:3637,3.7343,16,
MT:3637.5,SP:3637,2.81452,14,
MT:3637.6,SP:3637,2.70866,15,
MT:3638.1,SP:3638,0.9704,6,
MT:3638.2,SP:3638,0.9704,7,
MT:3638.3,SP:3638,0.9704,8,
MT:3638.4,SP:3638,1.6755,9,
MT:3638.5,SP:3638,1.6755,10,
MT:3638.6,SP:3638,2.4184,11,
MT:3638.7,SP:3638,2.4184,12,
MT:3638.8,SP:3638,9.7722,13,
MT:3639.1,SP:3639,2.13352,10,
MT:3639.2,SP:3639,2.42561,11,
MT:3639.3,SP:3639,4.6557,14,
MT:3639.4,SP:3639,3.3582,12,
MT:3639.5,SP:3639,3.45487,13,
MT:3639.6,SP:3639,4.33559,15,
MT:3640.1,SP:3640,2.54761,7,
MT:3640.2,SP:3640,2.54761,8,
MT:3640.3,SP:3640,3.15504,9,
MT:3640.4,SP:3640,3.15504,10,
MT:3641.1,SP:3641,1.2539,10,
MT:3641.2,SP:3641,1.2539,11,
MT:3641.3,SP:3641,1.25383,12,
MT:3641.4,SP:3641,4.1276,13,
MT:3641.5,SP:3641,4.1276,14,
MT:3641.6,SP:3641,2.5006,17,
MT:3641.7,SP:3641,2.5006,18,
MT:3641.8,SP:3641,2.12112,15,
MT:3641.9,SP:3641,2.12112,16,
MT:3641.10,SP:3641,3.13584,19,
MT:3641.11,SP:3641,3.13584,20,
MT:3642.1,SP:3642,3.5833,20,
MT:3642.2,SP:3642,3.5833,21,
MT:3642.3,SP:3642,3.5833,22,
MT:3642.4,SP:3642,3.33008,19,
MT:3642.5,SP:3642,3.7996,17,
MT:3642.6,SP:3642,3.98862,15,
MT:3642.7,SP:3642,3.99804,14,
MT:3642.8,SP:3642,3.7474,16,
MT:3642.9,SP:3642,3.63742,18,
MT:3643.1,SP:3643,1.88332,13,
MT:3643.2,SP:3643,1.8518,14,
MT:3643.3,SP:3643,1.52415,15,
MT:3643.4,SP:3643,1.5881,16,
MT:3643.5,SP:3643,3.74293,19,
MT:3643.6,SP:3643,3.12576,17,
MT:3643.7,SP:3643,3.13999,18,
MT:3644.1,SP:3644,1.4214,15,
MT:3644.2,SP:3644,1.4214,16,
MT:3644.3,SP:3644,1.4214,17,
MT:3644.4,SP:3644,5.4696,26,
MT:3644.5,SP:3644,6.27297,27,
MT:3644.6,SP:3644,6.3734,28,
MT:3644.7,SP:3644,6.4038,25,
MT:3644.8,SP:3644,6.88054,24,
MT:3644.9,SP:3644,3.7658,21,
MT:3644.10,SP:3644,3.7658,22,
MT:3644.11,SP:3644,3.7658,23,
MT:3644.12,SP:3644,1.4214,18,
MT:3644.13,SP:3644,1.4214,19,
MT:3644.14,SP:3644,1.4214,20,
MT:3645.1,SP:3645,6.97154,10,
MT:3645.2,SP:3645,7.26123,11,
MT:3645.3,SP:3645,6.93168,13,
MT:3645.4,SP:3645,7.32084,12,
MT:3645.5,SP:3645,4.65507,14,
MT:3645.6,SP:3645,4.65507,15,
MT:3646.1,SP:3646,1.9082,8,
MT:3646.2,SP:3646,1.9082,9,
MT:3646.3,SP:3646,1.9082,10,
MT:3646.4,SP:3646,5.6465,14,
MT:3646.5,SP:3646,1.7797,11,
MT:3646.6,SP:3646,1.7797,12,
MT:3646.7,SP:3646,1.7797,13,
MT:3647.1,SP:3647,3.84579,14,
MT:3647.2,SP:3647,3.84579,15,
MT:3647.3,SP:3647,3.84579,16,
MT:3647.4,SP:3647,7.21096,20,
MT:3647.5,SP:3647,7.21096,21,
MT:3647.6,SP:3647,3.84579,17,
MT:3647.7,SP:3647,3.84579,18,
MT:3647.8,SP:3647,3.84579,19,
MT:3647.9,SP:3647,9.77912,22,
MT:3648.1,SP:3648,2.87914,5,
MT:3648.2,SP:3648,2.87914,6,
MT:3648.3,SP:3648,2.87914,7,
MT:3648.4,SP:3648,2.87914,8,
MT:3648.5,SP:3648,2.87914,9,
MT:3648.6,SP:3648,2.87914,10,
MT:3648.7,SP:3648,2.87914,11,
MT:3648.8,SP:3648,2.87914,12,
MT:3648.9,SP:3648,2.87914,13,
MT:3649.1,SP:3649,2.67479,10,
MT:3649.2,SP:3649,2.67479,11,
MT:3649.3,SP:3649,2.67479,12,
MT:3649.4,SP:3649,7.3629,13,
MT:3649.5,SP:3649,7.47733,14,
MT:3649.6,SP:3649,7.79922,15,
MT:3649.7,SP:3649,7.26274,16,
MT:3649.8,SP:3649,10.27294,17,
MT:3650.1,SP:3650,3.65468,13,
MT:3650.2,SP:3650,3.81239,14,
MT:3650.3,SP:3650,3.74947,15,
MT:3650.4,SP:3650,3.76014,16,
MT:3650.5,SP:3650,4.0269,17,
MT:3650.6,SP:3650,4.13545,18,
MT:3651.1,SP:3651,7.77447,49,
MT:3651.2,SP:3651,7.77245,50,
MT:3651.3,SP:3651,7.7732,51,
MT:3651.4,SP:3651,7.77478,52,
MT:3651.5,SP:3651,7.74393,53,
MT:3651.6,SP:3651,7.74393,54,
MT:3651.7,SP:3651,7.74468,55,
MT:3651.8,SP:3651,7.74468,56,
MT:3651.9,SP:3651,7.7443,57,
MT:3651.10,SP:3651,7.7443,58,
MT:3651.11,SP:3651,7.74431,59,
MT:3651.12,SP:3651,7.74431,60,
MT:3651.13,SP:3651,8.22298,61,
MT:3651.14,SP:3651,8.22298,62,
MT:3651.15,SP:3651,8.22298,63,
MT:3651.16,SP:3651,8.22298,64,
MT:3651.17,SP:3651,8.2231,65,
MT:3651.18,SP:3651,8.2231,66,
MT:3651.19,SP:3651,8.2229,67,
MT:3651.20,SP:3651,8.2229,68,
MT:3651.21,SP:3651,8.9493,69,
MT:3651.22,SP:3651,8.9493,70,
MT:3651.23,SP:3651,8.9493,71,
MT:3651.24,SP:3651,8.9493,72,
MT:3651.25,SP:3651,8.9493,73,
MT:3651.26,SP:3651,8.9493,74,
MT:3651.27,SP:3651,8.9493,75,
MT:3651.28,SP:3651,8.9493,76,
MT:3652.1,SP:3652,2.2844,9,
MT:3652.2,SP:3652,2.2844,10,
MT:3652.3,SP:3652,2.2844,11,
MT:3652.4,SP:3652,6.76582,15,
MT:3652.5,SP:3652,6.82501,12,
MT:3652.6,SP:3652,7.1995,13,
MT:3652.7,SP:3652,6.71668,14,
MT:3653.1,SP:3653,3.8849,14,
MT:3653.2,SP:3653,3.8849,15,
MT:3653.3,SP:3653,3.8849,16,
MT:3653.4,SP:3653,6.92814,20,
MT:3653.5,SP:3653,7.24094,19,
MT:3653.6,SP:3653,7.29576,22,
MT:3653.7,SP:3653,7.66864,18,
MT:3653.8,SP:3653,6.67725,17,
MT:3653.9,SP:3653,9.45656,21,
MT:3654.1,SP:3654,1.81618,11,
MT:3654.2,SP:3654,1.81618,12,
MT:3654.3,SP:3654,2.23357,13,
MT:3654.4,SP:3654,2.23357,14,
MT:3654.5,SP:3654,3.17965,15,
MT:3654.6,SP:3654,3.17965,16,
MT:3655.1,SP:3655,1.29716,13,
MT:3655.2,SP:3655,1.29652,14,
MT:3655.3,SP:3655,1.29716,15,
MT:3655.4,SP:3655,1.29652,16,
MT:3655.5,SP:3655,1.5381,17,
MT:3655.6,SP:3655,1.5381,18,
MT:3655.7,SP:3655,2.163,21,
MT:3655.8,SP:3655,2.163,22,
MT:3655.9,SP:3655,1.5381,19,
MT:3655.10,SP:3655,1.5381,20,
MT:3655.11,SP:3655,2.163,23,
MT:3655.12,SP:3655,2.163,24,
MT:3656.1,SP:3656,1.905,5,
MT:3656.2,SP:3656,1.905,6,
MT:3656.3,SP:3656,1.905,7,
MT:3657.1,SP:3657,2.157,21,
MT:3657.2,SP:3657,2.157,22,
MT:3657.3,SP:3657,2.53,23,
MT:3657.4,SP:3657,2.564,24,
MT:3657.5,SP:3657,3.76188,25,
MT:3657.6,SP:3657,3.77107,26,
MT:3657.7,SP:3657,2.959,27,
MT:3657.8,SP:3657,2.924,28,
MT:3657.9,SP:3657,3.773,29,
MT:3657.10,SP:3657,4.55722,30,
MT:3658.1,SP:3658,7.03418,24,
MT:3658.2,SP:3658,7.01144,20,
MT:3658.3,SP:3658,7.01144,21,
MT:3658.4,SP:3658,7.0342,25,
MT:3658.5,SP:3658,4.5742,28,
MT:3658.6,SP:3658,7.03418,26,
MT:3658.7,SP:3658,7.01144,22,
MT:3658.8,SP:3658,7.01144,23,
MT:3658.9,SP:3658,7.03418,27,
MT:3659.1,SP:3659,4.444,11,
MT:3659.2,SP:3659,4.444,12,
MT:3659.3,SP:3659,4.444,13,
MT:3659.4,SP:3659,8.84243,15,
MT:3659.5,SP:3659,8.8342,16,
MT:3659.6,SP:3659,8.08385,14,
MT:3659.7,SP:3659,9.12458,17,
MT:3660.1,SP:3660,3.5227,14,
MT:3660.2,SP:3660,3.5227,15,
MT:3660.3,SP:3660,3.40676,16,
MT:3660.4,SP:3660,3.40676,17,
MT:3660.5,SP:3660,3.40676,18,
MT:3660.6,SP:3660,3.40676,19,
MT:3661.1,SP:3661,2.2072,12,
MT:3661.2,SP:3661,2.2072,13,
MT:3661.3,SP:3661,2.2072,14,
MT:3661.4,SP:3661,7.32058,16,
MT:3661.5,SP:3661,6.85844,15,
MT:3661.6,SP:3661,7.6632,17,
MT:3662.1,SP:3662,2.3095,12,
MT:3662.2,SP:3662,2.30951,13,
MT:3662.3,SP:3662,2.30951,14,
MT:3662.4,SP:3662,6.76259,17,
MT:3662.5,SP:3662,7.68577,16,
MT:3662.6,SP:3662,6.78871,15,
MT:3663.1,SP:3663,2.03914,15,
MT:3663.2,SP:3663,2.03914,16,
MT:3663.3,SP:3663,2.03914,17,
MT:3663.4,SP:3663,3.33382,18,
MT:3663.5,SP:3663,3.33382,19,
MT:3663.6,SP:3663,3.33382,20,
MT:3663.7,SP:3663,3.33382,21,
MT:3663.8,SP:3663,3.33382,22,
MT:3663.9,SP:3663,3.33382,23,
MT:3663.10,SP:3663,3.33382,24,
MT:3663.11,SP:3663,3.33382,25,
MT:3663.12,SP:3663,3.33382,26,
MT:3663.13,SP:3663,2.72405,27,
MT:3663.14,SP:3663,2.73993,28,
MT:3663.15,SP:3663,3.53233,29,
MT:3663.16,SP:3663,3.53566,30,
MT:3663.17,SP:3663,5.5785,31,
MT:3664.1,SP:3664,3.8083,12,
MT:3664.2,SP:3664,3.8083,13,
MT:3664.3,SP:3664,3.8083,14,
MT:3664.4,SP:3664,3.83657,15,
MT:3664.5,SP:3664,3.83657,16,
MT:3664.6,SP:3664,3.83657,17,
MT:3664.7,SP:3664,3.83657,18,
MT:3664.8,SP:3664,3.83657,19,
MT:3664.9,SP:3664,3.83657,20,
MT:3664.10,SP:3664,3.7687,21,
MT:3664.11,SP:3664,3.7687,22,
MT:3665.1,SP:3665,3.8537,15,
MT:3665.2,SP:3665,3.8537,16,
MT:3665.3,SP:3665,3.8537,17,
MT:3665.4,SP:3665,7.06726,22,
MT:3665.5,SP:3665,7.05608,18,
MT:3665.6,SP:3665,6.94404,20,
MT:3665.7,SP:3665,7.24878,19,
MT:3665.8,SP:3665,6.32079,21,
MT:3666.1,SP:3666,2.0277,13,
MT:3666.2,SP:3666,2.0277,14,
MT:3666.3,SP:3666,2.0277,15,
MT:3666.4,SP:3666,4.16277,22,
MT:3666.5,SP:3666,1.72071,18,
MT:3666.6,SP:3666,1.8528,19,
MT:3666.7,SP:3666,1.69564,16,
MT:3666.8,SP:3666,1.7119,17,
MT:3666.9,SP:3666,3.00729,20,
MT:3666.10,SP:3666,3.00933,21,
MT:3667.1,SP:3667,1.89309,8,
MT:3667.2,SP:3667,1.89321,9,
MT:3667.3,SP:3667,2.286,10,
MT:3667.4,SP:3667,2.28619,11,
MT:3667.5,SP:3667,3.00025,12,
MT:3667.6,SP:3667,2.99575,13,
MT:3668.1,SP:3668,3.24968,6,
MT:3668.2,SP:3668,3.24968,7,
MT:3668.3,SP:3668,3.24968,8,
MT:3668.4,SP:3668,3.24968,9,
MT:3668.5,SP:3668,3.24968,10,
MT:3668.6,SP:3668,3.24968,11,
MT:3668.7,SP:3668,3.24968,12,
MT:3668.8,SP:3668,3.24968,13,
MT:3668.9,SP:3668,3.24968,14,
MT:3669.1,SP:3669,7.87897,7,
MT:3669.2,SP:3669,7.45784,8,
MT:3669.3,SP:3669,8.5167,10,
MT:3669.4,SP:3669,8.5167,11,
MT:3669.5,SP:3669,7.45853,9,
MT:3670.1,SP:3670,2.16904,18,
MT:3670.2,SP:3670,2.16904,19,
MT:3670.3,SP:3670,2.16904,20,
MT:3670.4,SP:3670,2.16904,21,
MT:3670.5,SP:3670,1.5495,14,
MT:3670.6,SP:3670,1.5495,15,
MT:3670.7,SP:3670,1.5495,16,
MT:3670.8,SP:3670,1.5495,17,
MT:3670.9,SP:3670,1.2878,12,
MT:3670.10,SP:3670,1.2878,13,
MT:3671.1,SP:3671,6.3027,7,
MT:3671.2,SP:3671,6.37546,8,
MT:3672.1,SP:3672,0.9254,10,
MT:3672.2,SP:3672,0.9254,11,
MT:3672.3,SP:3672,0.9254,12,
MT:3672.4,SP:3672,2.08509,18,
MT:3672.5,SP:3672,0.9254,13,
MT:3672.6,SP:3672,0.9254,14,
MT:3672.7,SP:3672,0.92628,15,
MT:3672.8,SP:3672,2.59818,16,
MT:3672.9,SP:3672,2.60028,17,
MT:3673.1,SP:3673,2.4365,10,
MT:3673.2,SP:3673,2.4365,11,
MT:3673.3,SP:3673,2.4365,12,
MT:3673.4,SP:3673,7.44515,14,
MT:3673.5,SP:3673,7.4242,13,
MT:3673.6,SP:3673,7.6822,15,
MT:3673.7,SP:3673,7.6927,16,
MT:3673.8,SP:3673,9.9887,17,
MT:3674.1,SP:3674,7.2896,11,
MT:3674.2,SP:3674,7.36607,12,
MT:3674.3,SP:3674,7.2868,13,
MT:3674.4,SP:3674,7.2868,14,
MT:3674.5,SP:3674,7.36607,15,
MT:3674.6,SP:3674,3.5227,16,
MT:3674.7,SP:3674,3.5227,17,
MT:3675.1,SP:3675,1.31779,7,
MT:3675.2,SP:3675,1.31779,8,
MT:3675.3,SP:3675,1.31779,9,
MT:3675.4,SP:3675,4.10097,10,
MT:3676.1,SP:3676,7.51349,16,
MT:3676.2,SP:3676,6.78973,13,
MT:3676.3,SP:3676,6.78973,14,
MT:3676.4,SP:3676,7.51349,17,
MT:3676.5,SP:3676,7.49629,15,
MT:3676.6,SP:3676,6.2897,18,
MT:3677.1,SP:3677,3.73601,14,
MT:3677.2,SP:3677,3.73601,15,
MT:3677.3,SP:3677,3.73601,16,
MT:3677.4,SP:3677,6.65097,22,
MT:3677.5,SP:3677,6.55695,21,
MT:3677.6,SP:3677,6.72882,25,
MT:3677.7,SP:3677,2.48655,19,
MT:3677.8,SP:3677,2.48655,20,
MT:3677.9,SP:3677,1.66641,17,
MT:3677.10,SP:3677,1.66641,18,
MT:3677.11,SP:3677,4.41597,23,
MT:3677.12,SP:3677,4.41597,24,
MT:3678.1,SP:3678,2.6675,16,
MT:3678.2,SP:3678,2.6675,17,
MT:3678.3,SP:3678,2.6675,18,
MT:3678.4,SP:3678,7.58082,20,
MT:3678.5,SP:3678,6.76348,19,
MT:3678.6,SP:3678,6.8682,25,
MT:3678.7,SP:3678,3.12715,21,
MT:3678.8,SP:3678,3.12715,22,
MT:3678.9,SP:3678,3.81127,23,
MT:3678.10,SP:3678,3.81127,24,
MT:3679.1,SP:3679,7.4737,15,
MT:3679.2,SP:3679,6.89366,14,
MT:3679.3,SP:3679,6.99151,16,
MT:3679.4,SP:3679,7.87877,17,
MT:3679.5,SP:3679,4.4955,18,
MT:3679.6,SP:3679,4.4955,19,
MT:3679.7,SP:3679,3.9856,20,
MT:3679.8,SP:3679,3.98541,21,
MT:3680.1,SP:3680,7.11032,13,
MT:3680.2,SP:3680,7.90283,14,
MT:3680.3,SP:3680,3.0056,9,
MT:3680.4,SP:3680,3.0056,10,
MT:3680.5,SP:3680,3.2845,11,
MT:3680.6,SP:3680,3.2845,12,
MT:3681.1,SP:3681,2.68117,15,
MT:3681.2,SP:3681,2.68117,16,
MT:3681.3,SP:3681,3.777,21,
MT:3681.4,SP:3681,3.777,22,
MT:3681.5,SP:3681,3.777,19,
MT:3681.6,SP:3681,3.777,20,
MT:3681.7,SP:3681,2.68117,13,
MT:3681.8,SP:3681,2.68117,14,
MT:3681.9,SP:3681,2.9003,17,
MT:3681.10,SP:3681,2.9003,18,
MT:3681.11,SP:3681,3.1533,23,
MT:3681.12,SP:3681,3.1533,24,
MT:3682.1,SP:3682,3.5444,6,
MT:3682.2,SP:3682,3.5444,7,
MT:3683.1,SP:3683,7.02071,11,
MT:3683.2,SP:3683,6.80444,12,
MT:3683.3,SP:3683,7.04218,13,
MT:3683.4,SP:3683,9.94588,14,
MT:3684.1,SP:3684,3.18747,12,
MT:3684.2,SP:3684,3.26837,13,
MT:3684.3,SP:3684,7.14078,14,
MT:3684.4,SP:3684,8.02487,15,
MT:3684.5,SP:3684,3.9967,16,
MT:3685.1,SP:3685,1.62,6,
MT:3685.2,SP:3685,1.62,7,
MT:3685.3,SP:3685,1.62,8,
MT:3685.4,SP:3685,1.62,9,
MT:3685.5,SP:3685,1.62,10,
MT:3685.6,SP:3685,1.62,11,
MT:3686.1,SP:3686,1.47204,21,
MT:3686.2,SP:3686,1.47204,22,
MT:3686.3,SP:3686,1.47204,23,
MT:3686.4,SP:3686,3.39716,30,
MT:3686.5,SP:3686,3.39716,31,
MT:3686.6,SP:3686,3.39716,32,
MT:3686.7,SP:3686,3.39716,33,
MT:3686.8,SP:3686,1.47204,24,
MT:3686.9,SP:3686,1.47204,25,
MT:3686.10,SP:3686,1.47204,26,
MT:3686.11,SP:3686,3.45398,36,
MT:3686.12,SP:3686,3.45398,37,
MT:3686.13,SP:3686,3.8852,34,
MT:3686.14,SP:3686,3.8852,35,
MT:3686.15,SP:3686,7.9732,38,
MT:3686.16,SP:3686,6.6696,39,
MT:3686.17,SP:3686,4.0813,27,
MT:3686.18,SP:3686,4.0813,28,
MT:3686.19,SP:3686,4.0813,29,
MT:3687.1,SP:3687,1.40028,14,
MT:3687.2,SP:3687,1.47068,15,
MT:3687.3,SP:3687,1.63514,16,
MT:3687.4,SP:3687,1.63395,17,
MT:3687.5,SP:3687,3.19574,20,
MT:3687.6,SP:3687,3.19882,21,
MT:3687.7,SP:3687,1.89126,18,
MT:3687.8,SP:3687,1.86804,19,
MT:3687.9,SP:3687,3.7377,22,
MT:3688.1,SP:3688,2.4209,20,
MT:3688.2,SP:3688,2.4209,21,
MT:3688.3,SP:3688,2.4209,22,
MT:3688.4,SP:3688,7.2791,31,
MT:3688.5,SP:3688,4.2049,23,
MT:3688.6,SP:3688,4.2049,24,
MT:3688.7,SP:3688,4.2049,25,
MT:3688.8,SP:3688,7.64407,30,
MT:3688.9,SP:3688,7.0313,29,
MT:3688.10,SP:3688,4.0677,26,
MT:3688.11,SP:3688,4.0677,27,
MT:3688.12,SP:3688,4.0677,28,
MT:3689.1,SP:3689,1.62984,19,
MT:3689.2,SP:3689,1.62984,20,
MT:3689.3,SP:3689,1.62984,21,
MT:3689.4,SP:3689,5.1243,29,
MT:3689.5,SP:3689,3.16012,30,
MT:3689.6,SP:3689,3.16012,31,
MT:3689.7,SP:3689,7.98755,27,
MT:3689.8,SP:3689,7.83203,25,
MT:3689.9,SP:3689,7.78482,26,
MT:3689.10,SP:3689,7.96693,28,
MT:3689.11,SP:3689,1.72119,22,
MT:3689.12,SP:3689,1.72119,23,
MT:3689.13,SP:3689,1.72119,24,
MT:3690.1,SP:3690,2.32906,13,
MT:3690.2,SP:3690,2.34867,14,
MT:3690.3,SP:3690,2.1187,11,
MT:3690.4,SP:3690,2.0495,12,
MT:3690.5,SP:3690,3.74768,15,
MT:3691.1,SP:3691,2.49344,13,
MT:3691.2,SP:3691,2.49344,14,
MT:3691.3,SP:3691,2.49344,15,
MT:3691.4,SP:3691,7.4428,21,
MT:3691.5,SP:3691,6.86693,20,
MT:3691.6,SP:3691,7.50778,19,
MT:3691.7,SP:3691,3.82841,16,
MT:3691.8,SP:3691,3.82841,17,
MT:3691.9,SP:3691,3.82841,18,
MT:3692.1,SP:3692,0.8808,19,
MT:3692.2,SP:3692,0.8808,20,
MT:3692.3,SP:3692,0.8808,21,
MT:3692.4,SP:3692,1.25603,22,
MT:3692.5,SP:3692,1.25603,23,
MT:3692.6,SP:3692,1.25603,24,
MT:3692.7,SP:3692,1.25603,25,
MT:3692.8,SP:3692,1.25603,26,
MT:3692.9,SP:3692,1.25603,27,
MT:3692.10,SP:3692,1.25603,28,
MT:3692.11,SP:3692,1.25603,29,
MT:3692.12,SP:3692,1.25623,30,
MT:3692.13,SP:3692,1.25623,31,
MT:3692.14,SP:3692,1.25623,32,
MT:3692.15,SP:3692,1.25623,33,
MT:3692.16,SP:3692,1.25623,34,
MT:3692.17,SP:3692,1.25623,35,
MT:3692.18,SP:3692,1.25623,36,
MT:3692.19,SP:3692,1.25623,37,
MT:3692.20,SP:3692,1.25552,38,
MT:3692.21,SP:3692,1.25552,39,
MT:3692.22,SP:3692,1.25725,40,
MT:3692.23,SP:3692,1.25725,41,
MT:3692.24,SP:3692,1.25161,42,
MT:3692.25,SP:3692,1.25161,43,
MT:3692.26,SP:3692,1.30259,44,
MT:3692.27,SP:3692,1.30259,45,
MT:3692.28,SP:3692,1.6322,46,
MT:3692.29,SP:3692,1.6322,47,
MT:3692.30,SP:3692,2.3478,48,
MT:3692.31,SP:3692,2.3478,49,
MT:3693.1,SP:3693,1.88697,13,
MT:3693.2,SP:3693,1.84663,14,
MT:3693.3,SP:3693,1.52701,15,
MT:3693.4,SP:3693,1.5936,16,
MT:3693.5,SP:3693,3.74306,19,
MT:3693.6,SP:3693,3.1259,17,
MT:3693.7,SP:3693,3.13876,18,
MT:3694.1,SP:3694,2.4253,11,
MT:3694.2,SP:3694,2.4253,12,
MT:3694.3,SP:3694,2.4253,13,
MT:3694.4,SP:3694,7.4262,15,
MT:3694.5,SP:3694,7.3669,14,
MT:3694.6,SP:3694,7.92758,16,
MT:3694.7,SP:3694,7.94099,17,
MT:3695.1,SP:3695,2.0198,14,
MT:3695.2,SP:3695,2.0198,15,
MT:3695.3,SP:3695,2.0198,16,
MT:3695.4,SP:3695,4.09524,21,
MT:3695.5,SP:3695,1.86328,17,
MT:3695.6,SP:3695,2.04241,18,
MT:3695.7,SP:3695,2.22137,19,
MT:3695.8,SP:3695,2.21245,20,
MT:3696.1,SP:3696,0.9349,8,
MT:3696.2,SP:3696,0.9349,9,
MT:3696.3,SP:3696,0.9349,10,
MT:3696.4,SP:3696,2.05102,11,
MT:3696.5,SP:3696,2.06516,12,
MT:3696.6,SP:3696,5.387,13,
MT:3696.7,SP:3696,5.59019,14,
MT:3696.8,SP:3696,2.30687,15,
MT:3696.9,SP:3696,2.29239,16,
MT:3696.10,SP:3696,3.6005,17,
MT:3696.11,SP:3696,3.6005,18,
MT:3697.1,SP:3697,2.2042,9,
MT:3697.2,SP:3697,2.2042,10,
MT:3697.3,SP:3697,2.2042,11,
MT:3697.4,SP:3697,6.90679,12,
MT:3697.5,SP:3697,7.14438,13,
MT:3697.6,SP:3697,7.20705,14,
MT:3697.7,SP:3697,6.8936,15,
MT:3698.1,SP:3698,2.34323,10,
MT:3698.2,SP:3698,2.34323,11,
MT:3698.3,SP:3698,2.34323,12,
MT:3698.4,SP:3698,8.74933,17,
MT:3698.5,SP:3698,3.0132,13,
MT:3698.6,SP:3698,3.0132,14,
MT:3698.7,SP:3698,3.7918,15,
